Phage Name,Zipcode,Population Density,County,Year Found,pH,Waterquality,GHI,Dew Point,Albedo,Latitude,Longitude,AQI,PM25,PM10,CO_8H,NO2_1H,SO3_1H,GC%,Temperate?,Genome Length(bp),Accession #
Izzy,,,Medina County,2014.0,7.781939130769649,,211.34029680365296,12.547831050228307,0.13002739726026327,29.590722,-98.993167,50.0,12.0,54.0,4.4,53.0,35.0,65.9,TRUE,50113,KT184390
JAMaL,,,Los Angeles County,2012.0,7.784606369650315,Not applicable,241.87260273972603,3.437454337899547,0.10430136986302628,34.4,-118.3,38.0,9.1,41.0,3.3,40.0,26.0,68.8,FALSE,70841,KF493881
JAWS,71203,312.0,Ouachita Parish,2010.0,7.780242222883072,Not applicable,197.8586757990868,12.561301369863012,0.13947945205478302,32.537788,-92.04043,10.0,2.4,10.0,0.8,10.0,7.0,66.6,TRUE,59749,JN185608
JEGGS,42101,197.0,Warren County,,,,181.31529680365296,9.667157534246572,0.16150684931508502,36.981344,-86.45643299999998,44.0,10.5,47.0,3.8,46.0,30.0,45.1,FALSE,58287,MK967398
JF2,15260,,Allegheny County,2010.0,7.73660727886649,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4443,-79.9532,35.0,8.4,37.0,3.0,37.0,24.0,64.1,TRUE,45969,MT310881
JF4,,,阿瓦提县,,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.4443,-79.9532,35.0,8.4,37.0,3.0,37.0,24.0,64.1,TRUE,45969,MT310880
JHC117,,,,,,,,,,,,,,,,,,64.0,TRUE,50877,JF704098
JKSyngboy,,,,,,,164.14235159817352,6.062328767123287,0.25260273972605496,40.6968,-79.6924,37.0,8.8,39.0,3.2,39.0,25.0,68.0,FALSE,58176,
JKerns,01060,1400.0,Hampshire County,2016.0,7.7827337484857475,Not applicable,164.99885844748854,4.5856164383561655,0.2681643835616319,42.316757,-72.637803,34.0,8.1,36.0,2.9,36.0,23.0,61.0,FALSE,50789,MT114161
JPickles,19151,12494.0,Philadelphia County,2018.0,7.7893713011937775,Not applicable,175.78744292237442,7.013812785388128,0.1465205479451795,39.99479,-75.243011,67.0,19.7,87.0,6.1,69.0,48.0,64.7,FALSE,155116,MN428066
JRok,,,,,,,163.2966894977169,5.157762557077626,0.2856986301369992,41.323289,-75.74182900000002,34.0,8.1,36.0,2.9,36.0,23.0,68.7,FALSE,17382,MT639647
JSwag,53185,404.0,,2015.0,7.790336788796054,,166.59029680365296,4.05662100456621,0.29372602739726383,42.790736,-88.229188,23.0,5.5,24.0,2.0,24.0,16.0,61.9,TRUE,52726,KX557280
Jabbawokkie,15213,14474.0,Allegheny County,2012.0,7.781889933113053,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.440644,-79.958839,35.0,8.4,37.0,3.0,37.0,24.0,61.1,TRUE,55213,KF017003
Jabberwocky,49505,3507.0,Kent County,2018.0,7.781906320832367,"Stable, low stage",164.7585616438356,4.668949771689498,0.29167123287676056,43.00777100000001,-85.668775,26.0,6.2,28.0,2.2,27.0,18.0,67.6,FALSE,59449,MN329673
Jabith,68333,72.0,Saline County,2015.0,7.782613356599412,Not applicable,183.8195205479452,5.0382420091324205,0.2494246575342807,40.621004,-96.948621,21.0,5.0,22.0,1.8,22.0,14.0,63.7,TRUE,52715, KY471460
Jablanski,,,,,,,168.29908675799086,5.169292237442923,0.23098630136988954,41.5131,-74.0125,13.0,3.1,14.0,1.1,13.0,9.0,66.5,TRUE,53521,MT521999
JacAttac,02421,1761.0,Middlesex County,2005.0,7.781728631429187,Not applicable,167.04098173515982,5.451255707762556,0.2428219178082253,42.44403320000001,-71.232518,61.0,16.8,75.0,5.5,63.0,43.0,66.5,FALSE,68311,JN698989
Jace,15213,14474.0,Allegheny County,2013.0,7.781679525980817,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44303,-79.9511,35.0,8.4,37.0,3.0,37.0,24.0,67.0,None,53912,MH153804
JackSparrow,68510,3524.0,Lancaster County,2015.0,7.783511495320767,"Stable, high stage",182.2980593607306,4.890559360730589,0.25950684931512663,40.8027,-96.624056,21.0,5.0,22.0,1.8,22.0,14.0,63.6,TRUE,51576,MN428054
JackieB,76137,4057.0,Tarrant County,2012.0,7.782501104760318,"Stable, normal stage",209.54931506849314,10.446312785388137,0.19109589041097333,32.862146,-97.295193,40.0,9.6,43.0,3.5,42.0,28.0,68.2,FALSE,54912,MH229863
Jacko,54016,442.0,Saint Croix County,2017.0,7.782501104760318,,164.7658675799087,2.3207762557077625,0.28578082191776977,44.984533,-92.7545,21.0,5.0,22.0,1.8,22.0,14.0,64.9,FALSE,61421,MH399779
Jackstina,49224,144.0,Calhoun County,,,,163.3071917808219,4.431278538812785,0.3359726027397347,42.245411,-84.741973,32.0,7.6,34.0,2.8,33.0,22.0,67.5,FALSE,68546,MT310871
JacoRen57,51250,115.0,Sioux County,2018.0,7.7835251861477905,,173.29326484018262,2.8992009132420087,0.32786301369863,43.08297,-96.170788,65.0,18.7,83.0,5.9,67.0,47.0,56.7,None,52411,MK279840
Jada,,,,,,,181.73047945205482,7.855136986301369,0.16241095890411614,38.6477,-90.3041,38.0,9.1,41.0,3.3,40.0,26.0,47.1,FALSE,127753,
Jaek,76798,53347.0,McLennan County,2015.0,7.783625323266086,,207.06575342465754,12.313173515981743,0.15936986301371422,31.547778000000005,-97.116111,34.0,8.1,36.0,2.9,36.0,23.0,52.9,FALSE,59173,MN234224
Jahseh,,,,,,,185.94646118721462,9.349315068493153,0.1707945205479461,37.095726,-88.64276,45.0,10.8,48.0,3.9,47.0,31.0,68.5,FALSE,17368,MT498051
JakeO,68508-1086,,Lancaster County,2017.0,7.784596604614544,"Stable, normal stage",185.0384703196347,4.695091324200913,0.22369863013703395,40.820779,-96.696556,21.0,5.0,22.0,1.8,22.0,14.0,66.5,FALSE,68341,MK279858
Jambalaya,,,,,,,158.02979452054794,3.3576027397260284,0.3222739726027375,44.932949,-68.695183,25.0,6.0,27.0,2.2,26.0,17.0,67.8,TRUE,57764,MT521998
James,07470,2301.0,Passaic County,2015.0,7.784179102395173,,171.27351598173516,6.274429223744294,0.17904109589039313,40.910833,-74.261667,42.0,10.0,45.0,3.6,44.0,29.0,61.4,TRUE,59617,MK524517
Jamie19,07751,1223.0,Monmouth,2016.0,7.782426673996115,,174.6559360730594,7.929223744292238,0.17854794520548964,40.38,-74.24,18.0,4.3,19.0,1.5,19.0,12.0,66.2,TRUE,41278,MT498044
Jane,08844,698.0,Somerset County,2014.0,7.781553038407807,,174.98196347031964,7.044178082191781,0.1893698630137067,40.5,-74.7,51.0,12.1,55.0,4.5,54.0,36.0,66.6,TRUE,41901,KX588251
JangDynasty,92515,,Riverside County,2017.0,7.781561842014581,Not applicable,231.34486301369859,4.57796803652968,0.15487671232878011,33.913298,-117.501995,59.0,15.9,71.0,5.3,61.0,42.0,65.4,FALSE,70883,MG872838
JangoPhett,19151,12494.0,Philadelphia County,2015.0,7.7609357322890045,Not applicable,174.19646118721462,7.453995433789954,0.14523287671230675,39.957689,-75.18926,67.0,19.7,87.0,6.1,69.0,48.0,66.5,FALSE,68673,MG757159
Janiyra,,,,,,,183.91632420091324,7.457762557077626,0.1584657534246516,38.920123,-77.019176,47.0,11.2,50.0,4.1,49.0,32.0,64.6,FALSE,156653,
Janus,75211,4151.0,Dallas County,2016.0,7.780405726685758,"Stable, normal stage",206.8936073059361,11.053287671232884,0.1615890410959009,32.73027800000001,-96.888611,43.0,10.3,46.0,3.7,45.0,30.0,67.0,TRUE,50632,MK392366
Jash,76203,,Denton County,2016.0,7.7805975324238466,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.213811,-97.151103,42.0,10.0,45.0,3.6,44.0,29.0,65.9,TRUE,50066,MF541408
Jasmine,15213,14474.0,Allegheny County,2014.0,7.780515144840527,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.438998,-79.950391,35.0,8.4,37.0,3.0,37.0,24.0,45.9,FALSE,46723,KU160650
Jasper,02421,1761.0,Middlesex County,2004.0,7.7803029371220545,"Stable, normal stage",167.04098173515982,5.451255707762556,0.2428219178082253,42.442683,-71.233163,61.0,16.8,75.0,5.5,63.0,43.0,63.7,TRUE,50968,EU744251
JasperJr,66044,458.0,Douglas County,2018.0,7.7803316493400025,Rising stage,184.92248858447488,7.227899543378996,0.17876712328770053,38.958333,-95.241667,24.0,5.7,25.0,2.1,25.0,16.0,67.2,TRUE,49894,MK967389
Jawnski,15213-3704,,Allegheny County,2012.0,7.780275274695518,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.438396,-79.944345,35.0,8.4,37.0,3.0,37.0,24.0,63.4,FALSE,49419,KU160651
Jay2Jay,18254,493.0,Luzerne County,2013.0,7.7800061664610025,"Stable, normal stage",165.63778538812787,5.243150684931507,0.209479452054788,40.928611,-75.961111,35.0,8.4,37.0,3.0,37.0,24.0,49.5,FALSE,133531,KM652554
JayCookie,54022,159.0,Pierce County,2016.0,7.780058109585125,,162.46746575342462,2.057990867579909,0.3163013698630409,44.853246,-92.624756,21.0,5.0,22.0,1.8,22.0,14.0,61.7,FALSE,70362,MF668274
Jayden,18641,1560.0,Luzerne County,2018.0,7.7799972372735215,"Stable, normal stage",163.2966894977169,5.157762557077626,0.2856986301369992,41.323056,-75.73916700000002,35.0,8.4,37.0,3.0,37.0,24.0,68.3,FALSE,53352,MN586042
Jaygup,,,,,,,169.68162100456618,6.5220319634703205,0.21528767123286696,41.0523,-73.9512,16.0,3.8,17.0,1.4,16.0,11.0,64.7,FALSE,155336,
Jaykayelowell,63435,30.0,Lewis County,2015.0,7.779938819010775,Rising stage,177.38561643835618,6.229223744292238,0.229260273972632,40.129167,-91.528611,18.0,4.3,19.0,1.5,19.0,12.0,63.9,TRUE,51367,MH697588
Jaylociraptor,76203,,Denton County,2018.0,7.781345514837517,"Stable, normal stage",208.52066210045663,10.775228310502284,0.16802739726028745,33.21171,-97.148628,42.0,10.0,45.0,3.6,44.0,29.0,59.5,FALSE,55699,MN204494
Jeanie,15213,14474.0,Allegheny County,2015.0,7.78129213306979,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443303,-79.952388,35.0,8.4,37.0,3.0,37.0,24.0,68.6,TRUE,17118,KU998256
Jebeks,84601,2252.0,Utah County,2009.0,7.781795185883702,,195.16518264840184,-1.4984132420091318,0.3083835616438892,40.249333,-111.649494,39.0,9.3,42.0,3.4,41.0,27.0,67.3,TRUE,45580,JN572061
Jeckyll,42701,304.0,Hardin County,2015.0,7.781791330301769,,181.08881278538811,9.052853881278539,0.19065753424659007,37.725833,-85.862778,45.0,10.8,48.0,3.9,47.0,31.0,66.6,TRUE,59708,MF140412
Jeeves,98516,704.0,Thurston County,2016.0,7.7816310446949455,Not applicable,146.44988584474885,6.710958904109589,0.1257260273972493,47.076319,-122.829517,17.0,4.0,18.0,1.4,18.0,11.0,62.1,TRUE,52466,MN310541
Jeffabunny,95064,3908.0,Santa Cruz County,2008.0,7.781640752603255,"Stable, normal stage",215.05068493150685,8.325,0.1006027397260431,37.000283,-122.053467,26.0,6.2,28.0,2.2,27.0,18.0,61.6,TRUE,48963,JN699019
Jellybones,89016,,Clark County,2018.0,7.781654086410628,Not applicable,232.97248858447486,-0.7639269406392694,0.22071232876714397,36.076304,-115.002681,26.0,6.2,28.0,2.2,27.0,18.0,59.0,FALSE,77514,MN444874
JenCasNa,15213,14474.0,Allegheny County,2015.0,7.781600728188801,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446449,-79.955516,35.0,8.4,37.0,3.0,37.0,24.0,64.0,TRUE,50877,KU255188
Jeon,01060,1400.0,Hampshire County,2013.0,7.782821486121717,,164.99885844748854,4.5856164383561655,0.2681643835616319,42.3181,-72.6372,34.0,8.1,36.0,2.9,36.0,23.0,67.6,FALSE,60908,MH001450
JeppNRM,40324,267.0,Scott County,,,,178.83127853881282,8.407077625570778,0.1941369863013892,38.207883,-84.55608199999998,47.0,11.2,50.0,4.1,49.0,32.0,64.0,TRUE,50575,MN284900
Jerky,01970,5070.0,Essex County,2018.0,7.782802843817067,"Stable, normal stage",170.40445205479455,6.060388127853881,0.2274520547944613,42.502794,-70.889388,39.0,9.3,42.0,3.4,41.0,27.0,68.7,FALSE,17527,
Jerm,63105,6647.0,Saint Louis County,2011.0,7.782863404003044,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.647783,-90.304917,38.0,9.1,41.0,3.3,40.0,26.0,63.3,TRUE,53163, KX619650
Jerm2,63105,6647.0,Saint Louis County,2011.0,7.782863404003044,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.647783,-90.304917,38.0,9.1,41.0,3.3,40.0,26.0,63.6,TRUE,53215,MT639654
Jessibeth14,43210,6102.0,Franklin County,2014.0,7.78295904835968,"Stable, normal stage",171.3874429223744,6.369520547945205,0.2559452054794956,39.999508,-83.012663,13.0,3.1,14.0,1.1,13.0,9.0,64.7,FALSE,155784,MK112541
Jessica,17837,318.0,Union County,2014.0,7.782961093358492,"Stable, normal stage",164.04554794520547,5.503310502283106,0.2290410958904568,40.954623,-76.884528,32.0,7.6,34.0,2.8,33.0,22.0,60.1,FALSE,15556,KT355473
JetBlade,83725,,Ada County,2014.0,7.782453384910632,Not applicable,188.5079908675799,-0.572945205479452,0.23983561643842305,43.611,-116.216,29.0,6.9,31.0,2.5,30.0,20.0,63.9,TRUE,51374,MF919509
JewelBug,47907,,Tippecanoe County,2012.0,7.782533695521264,,176.72899543378998,6.1025114155251154,0.22641095890414384,40.42208,-86.91724599999998,12.0,2.8,12.0,1.0,12.0,8.0,61.6,TRUE,50341,MK359352
Jifall16,53144,623.0,Kenosha County,2016.0,7.782808941906124,"Stable, normal stage",166.92248858447488,4.9487214611872,0.2946301369863004,42.625181,-87.894101,31.0,7.4,33.0,2.7,32.0,21.0,65.8,FALSE,67470,MH779508
Jillium,15213,14474.0,Allegheny County,2014.0,7.782727152819106,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.44517000000001,-79.962238,38.0,9.1,41.0,3.3,40.0,26.0,66.5,FALSE,68750,MK112542
JimJam,,,,,,,182.0521689497717,8.645205479452057,0.17969863013699988,37.971944,-87.53222199999998,22.0,5.2,23.0,1.9,23.0,15.0,49.3,FALSE,134078,
Jiminy,,,Burleigh County,2018.0,7.782773217544258,"Stable, normal stage",168.80399543378996,0.003538812785388128,0.3633150684931436,46.722222,-100.755278,15.0,3.6,16.0,1.3,15.0,10.0,66.4,FALSE,68777,MN945903
Jinkies,,,,,,,194.97454337899543,10.632146118721456,0.15693150684932833,34.3215,-86.512,39.0,9.3,42.0,3.4,41.0,27.0,64.7,None,49118,MT498043
JoBros,,,,,,,162.80867579908673,5.131849315068493,0.18276712328763828,43.646504,-70.227752,50.0,12.0,54.0,4.4,53.0,35.0,68.5,FALSE,17363,
Joann,,,Pushmataha County,2014.0,7.782624844813285,,194.1044520547945,10.07933789954338,0.1346301369862891,34.672871,-95.465528,38.0,9.1,41.0,3.3,40.0,26.0,60.7,FALSE,44183,KU160652
Job42,02918,,,2011.0,7.7823995800700745,Not applicable,170.22454337899543,5.75115296803653,0.19347945205478886,41.843333,-71.437777,50.0,12.0,54.0,4.4,53.0,35.0,61.2,TRUE,59626,KC661280
Jobu08,,,Whitman County,2011.0,7.782292430940207,Not applicable,164.8439497716895,2.099543378995434,0.22298630136987893,46.440099,-117.09488600000002,39.0,9.3,42.0,3.4,41.0,27.0,64.0,TRUE,50679,KC661281
Jodelie19,899030,,Clark County,,,,237.3496575342465,-0.8044520547945205,0.2961643835616235,36.2872,-115.177,23.0,5.5,24.0,2.0,24.0,16.0,51.4,FALSE,62331,MT498052
JoeDirt,11421,30376.0,Queens County,2009.0,7.781943019169893,,173.71461187214612,7.784931506849315,0.1650136986301107,40.693857,-73.858388,16.0,3.8,17.0,1.4,16.0,11.0,58.8,TRUE,74914,JF704108
JoeyJr,19151,12494.0,Philadelphia County,2017.0,7.7813799023023025,Not applicable,174.19646118721462,7.453995433789954,0.14523287671230675,39.9569,-75.1898,67.0,19.7,87.0,6.1,69.0,48.0,61.4,TRUE,58962,MH669005
Johann,15260,,Allegheny County,2017.0,7.816276145592167,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444253,-79.953239,38.0,9.1,41.0,3.3,40.0,26.0,66.3,None,42363,MK016497
John316,,,,,,,177.19029680365296,2.8558219178082203,0.3046301369863335,43.207134,-96.293091,33.0,7.9,35.0,2.9,34.0,23.0,59.0,FALSE,77221,MN945905
JoieB,43403,24371.0,Wood County,2018.0,7.7814102898739375,Falling stage,169.36986301369862,5.388698630136986,0.2720000000000412,41.3762,-83.6418,30.0,7.2,32.0,2.6,31.0,21.0,63.4,FALSE,65404,MN329674
Jojo24,15213,14474.0,Allegheny County,2018.0,7.781379712642822,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443298,-79.953489,38.0,9.1,41.0,3.3,40.0,26.0,67.5,None,40579,
Jonghyun,20658,284.0,Charles County,2018.0,7.781379712642822,,178.0417808219178,8.222374429223745,0.11400000000001667,38.5519,-77.17,47.0,11.2,50.0,4.1,49.0,32.0,66.6,TRUE,41904,MN444875
JoongJeon,01060,1400.0,Hampshire County,2013.0,7.7813542556090995,,165.00262557077625,4.547716894977169,0.2734246575342758,42.320686,-72.643803,34.0,8.1,36.0,2.9,36.0,23.0,63.9,TRUE,51366,KY204248
JorRay,,,,,,,196.64006849315064,10.576255707762556,0.1338082191780643,33.75,-84.41,66.0,19.2,85.0,6.0,68.0,47.0,66.6,TRUE,41901,
Jordennis,20772,596.0,Prince George's County,2015.0,7.7813542556090995,Not applicable,,,,,,,,,,,,61.6,TRUE,52234,MK494090
Jorgensen,,,,,,,195.64474885844746,13.70148401826484,0.12599999999999062,33.797828,-79.012733,17.0,4.0,18.0,1.4,18.0,11.0,63.6,TRUE,53771,
Jormungandr,15213,14474.0,Allegheny County,2019.0,7.7708476179351225,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44,-79.95,38.0,9.1,41.0,3.3,40.0,26.0,58.9,FALSE,73380,MK494106
Joselito,10913,1340.0,Rockland County,2016.0,7.78001536739263,,169.68162100456618,6.5220319634703205,0.21528767123286696,41.0528,-73.9501,16.0,3.8,17.0,1.4,16.0,11.0,63.7,TRUE,52347,MH338237
Journey13,10960,3599.0,Rockland County,2014.0,7.789440140796584,,168.32260273972602,6.3371575342465745,0.2069863013698425,41.081163,-73.926766,16.0,3.8,17.0,1.4,16.0,11.0,62.7,TRUE,48502,KY798216
Jovo,90071,122.0,Los Angeles County,2012.0,7.789448512519377,Not applicable,223.3738584474885,7.181050228310503,0.1275890410958776,34.05,-118.25,59.0,15.9,71.0,5.3,61.0,42.0,60.8,TRUE,51319,KF493882
Joy99,63130,5973.0,Saint Louis County,2008.0,7.7894987609523785,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.664567,-90.3179,34.0,8.1,36.0,2.9,36.0,23.0,66.6,TRUE,59837,MH536822
Jsquared,78401,2502.0,Nueces County,,,,214.06586757990868,17.580022831050233,0.07128767123286961,27.787083000000006,-97.392633,44.0,10.5,47.0,3.8,46.0,30.0,62.6,TRUE,52967,MH020237
Jubie,34986,1197.0,St. Lucie County,2019.0,7.790303300967118,Not applicable,214.57853881278538,18.874543378995433,0.15649315068494313,27.32,-80.4,19.0,4.5,20.0,1.6,20.0,13.0,59.3,TRUE,75782,
Judy,15260,,Allegheny County,2017.0,7.790272664648281,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4418,-79.9509,38.0,9.1,41.0,3.3,40.0,26.0,65.2,TRUE,43440,MH834614
Juice456,10962,1015.0,Rockland County,2018.0,7.790068863326362,,169.68162100456618,6.5220319634703205,0.21528767123286696,41.051111,-73.94694399999999,16.0,3.8,17.0,1.4,16.0,11.0,61.6,TRUE,56726,MN310548
Juicebox,35234,1772.0,Jefferson County,2018.0,7.799989594174307,,196.86780821917807,11.498744292237447,0.13854794520548586,33.543682000000004,-86.77963299999998,54.0,13.5,61.0,4.8,56.0,38.0,67.9,None,41394,MH727550
JuicyJay,02912,31555.0,,2015.0,7.7902243146340595,Falling stage,170.63869863013701,6.036872146118723,0.19268493150680133,41.828991,-71.39964300000003,50.0,12.0,54.0,4.4,53.0,35.0,60.8,TRUE,113075,
Juliette,49423,580.0,Ottawa County,2012.0,7.7904321003396175,"Stable, normal stage",166.8412100456621,5.32468036529679,0.2966849315068809,42.78,-86.1,26.0,6.2,28.0,2.2,27.0,18.0,67.5,TRUE,58071,
Jumbo,54016,442.0,Saint Croix County,2014.0,7.696214569294332,,164.7658675799087,2.3207762557077625,0.28578082191776977,44.984444,-92.754444,5.0,1.2,5.0,0.4,5.0,3.0,54.5,FALSE,78302,KX557281
Jung,,,,,,,236.68310502283103,-1.0608447488584476,0.1670684931506986,36.131377,-115.239981,22.0,5.2,23.0,1.9,23.0,15.0,67.1,TRUE,46561,MT498061
JustBecause,63105,6647.0,Saint Louis County,2016.0,7.790764222464357,Peak stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.645708,-90.311579,45.0,10.8,48.0,3.9,47.0,31.0,66.6,FALSE,184281,MH744418
JustHall,,,Charles County,2017.0,7.790764222464357,,181.3578767123288,8.549657534246576,0.15005479452052714,38.55,-77.1,47.0,11.2,50.0,4.1,49.0,32.0,64.7,FALSE,154933,MK359333
KADY,48093,4075.0,Macomb County,2015.0,7.790799914324294,"Stable, normal stage",166.65753424657538,4.455707762557077,0.3109041095890643,42.509243,-83.005717,14.0,3.3,15.0,1.2,14.0,9.0,64.2,TRUE,50898,MF185729
KBG,40503,3166.0,Fayette County,2003.0,7.786662830421346,,177.4697488584475,8.131050228310503,0.16558904109589662,38.000491,-84.545288,47.0,11.2,50.0,4.1,49.0,32.0,63.6,TRUE,53572,EU744248
KBurrousTX,77479,2254.0,Fort Bend County,2016.0,7.79670671431233,"Stable, high stage",207.34166666666667,15.408961187214608,0.16958904109591472,29.604282,-95.663351,30.0,7.2,32.0,2.6,31.0,21.0,62.3,FALSE,71020,MH744419
KLucky39,84606,2853.0,Utah County,2009.0,7.7932354352475475,,195.16518264840184,-1.4984132420091318,0.3083835616438892,40.2464,-111.648822,39.0,9.3,42.0,3.4,41.0,27.0,66.5,FALSE,68138,JF704099
Kabluna,15213,14474.0,Allegheny County,2016.0,7.790740699969048,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.441111,-79.954167,38.0,9.1,41.0,3.3,40.0,26.0,65.6,FALSE,65869,MF919510
Kabreeze,19087,2018.0,Delaware County,2015.0,7.790727455789697,Not applicable,174.9670091324201,7.165639269406393,0.16457534246574065,40.054444,-75.366389,58.0,15.4,69.0,5.2,60.0,41.0,61.7,FALSE,70035,MF185721
Kahlid,30314,4716.0,Fulton County,2016.0,7.789515359170688,Rising stage,199.52751141552508,10.476940639269406,0.1290410958903956,33.748676,-84.41532099999998,66.0,19.2,85.0,6.0,68.0,47.0,58.9,TRUE,75952,MN586052
Kahve,42101,197.0,Warren County,2017.0,7.789515879541845,,179.4019406392694,9.698744292237444,0.16750684931508794,37.001111,-86.430278,40.0,9.6,43.0,3.5,42.0,28.0,66.5,FALSE,69031,MH371117
KaiHaiDragon,92515,,Riverside County,2018.0,7.789527988325785,"Stable, low stage",234.29771689497719,4.9711187214611865,0.15589041095892062,33.9099,-117.5013,63.0,17.8,79.0,5.7,65.0,45.0,68.9,FALSE,52992,MH590600
Kaijohn,33574-6665,,Pasco County,2018.0,7.7612856012431966,"Stable, normal stage",216.09531963470317,16.735730593607308,0.15512328767124806,28.336833,-82.26491700000003,10.0,2.4,10.0,0.8,10.0,7.0,68.8,FALSE,17426,MN369745
Kailash,19151,12494.0,Philadelphia County,2016.0,7.788758943948162,"Stable, normal stage",174.19646118721462,7.453995433789954,0.14523287671230675,39.958948,-75.18996800000002,67.0,19.7,87.0,6.1,69.0,48.0,66.3,FALSE,68953,MF919511
Kalah2,63119,4048.0,Saint Louis County,2016.0,7.7887649548758615,Peak stage,183.35319634703202,7.790639269406393,0.16421917808220168,38.590783,-90.34484,34.0,8.1,36.0,2.9,36.0,23.0,61.0,TRUE,110713,MH727551
Kalb97,40351,82.0,Rowan County,,,,176.41164383561645,7.639041095890411,0.17030136986301242,38.184444,-83.434167,47.0,11.2,50.0,4.1,49.0,32.0,64.1,TRUE,49943,MK112543
Kale,15213,14474.0,Allegheny County,2017.0,7.7887350950143315,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.445,-79.95271,38.0,9.1,41.0,3.3,40.0,26.0,63.4,FALSE,41558,MG839020
Kalnoky,42101,197.0,Warren County,2017.0,7.788737008556143,,181.31529680365296,9.667157534246572,0.16150684931508502,36.985601,-86.45602099999998,40.0,9.6,43.0,3.5,42.0,28.0,64.0,TRUE,50571,MH450119
Kamiyu,16801,1368.0,Centre County,2009.0,7.788737008556143,Not applicable,161.1553652968037,4.781392694063927,0.2463835616438701,40.800223,-77.86314399999998,28.0,6.7,30.0,2.4,29.0,19.0,67.5,FALSE,68633,JN699018
Kampe,15213,14474.0,Allegheny County,2015.0,7.788682517854602,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443889,-79.9525,38.0,9.1,41.0,3.3,40.0,26.0,47.0,TRUE,80649,KU998254
Kampy,23186,,,2012.0,7.78849464109216,,184.5970319634704,9.672374429223744,0.1367123287671037,37.271111,-76.713889,57.0,14.9,67.0,5.1,59.0,40.0,63.9,TRUE,51378,KJ510414
Kamryn,70135,,Orleans Parish,2017.0,7.7883625319389225,"Stable, high stage",207.50810502283105,16.532305936073058,0.14490410958905015,29.9639,-90.1071,18.0,4.3,19.0,1.5,19.0,12.0,64.7,FALSE,156360,MK359329
KandZ,,,Aroostook County,,,,147.93093607305937,0.9050228310502284,0.4275890410958326,47.0,-68.0,16.0,3.8,17.0,1.4,16.0,11.0,59.7,FALSE,64596,MH834615
Kanely,22436,26.0,Essex County,2016.0,7.7876896086926255,,183.89714611872142,8.99783105022831,0.14958904109586976,38.010007,-77.004354,24.0,5.7,25.0,2.1,25.0,16.0,63.5,TRUE,52539,MN585976
Kanye,02912,31555.0,,2014.0,7.78756917235429,Not determined,169.83527397260275,6.191438356164384,0.20150684931503712,41.824255,-71.403221,50.0,12.0,54.0,4.4,53.0,35.0,63.1,TRUE,75453,MN428059
Kardashian,63105,6647.0,Saint Louis County,2018.0,7.787581040508767,"Stable, high stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.6475,-90.3077,45.0,10.8,48.0,3.9,47.0,31.0,59.8,FALSE,55961,MN204496
Kardesai,43210,6102.0,Franklin County,2018.0,7.787578354269006,Falling stage,171.3874429223744,6.369520547945205,0.2559452054794956,39.996705,-83.015134,14.0,3.3,15.0,1.2,14.0,9.0,44.9,FALSE,57866,
Kareem,30314,4716.0,Fulton County,2016.0,7.786290203062999,Rising stage,199.52751141552508,10.476940639269406,0.1290410958903956,33.748399,-84.414454,66.0,19.2,85.0,6.0,68.0,47.0,66.6,TRUE,41901,MK433279
Karimac,76108,819.0,Tarrant County,2012.0,7.786905287610104,,209.82214611872143,10.866324200913247,0.16041095890410598,32.765556,-97.478611,40.0,9.6,43.0,3.5,42.0,28.0,49.4,FALSE,131909,MH590599
Karp,63110,2732.0,,2019.0,7.786913422272744,Rising stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.6362,-90.2913,45.0,10.8,48.0,3.9,47.0,31.0,47.0,FALSE,130557,
